food_id,Name,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Wikipedia Link,Alias,Top_15_Similar_Foods,Top_15_Same_Fine_Category,Top_15_Same_Coarse_Category
20,Biryani,"[""rice""]","[""mixed rice""]","[""South Asian""]","[""Iranian"",""Iraqi"",""Burmese"",""Thai"",""Malaysian"",""Indian"",""Pakistani"",""Bangladeshi""]","[""Iran"",""Iraq"",""Myanmar"",""Thailand"",""Malaysia"",""India"",""Pakistan"",""Bangladesh""]","[""Iran"",""Iraq"",""Myanmar"",""Thailand"",""Malaysia"",""India"",""Pakistan"",""Bangladesh""]",https://en.wikipedia.org/wiki/Biryani,"{""ar - Arabic"": ""برياني"", ""arc - Aramaic"": ""ܒܪܝܐܢܝ"", ""as - Assamese"": ""বিৰিয়ানি"", ""az - Azerbaijani"": ""Biryani"", ""be - Belarusian"": ""Бір’яні"", ""bg - Bulgarian"": ""Биряни"", ""bn - Bangla"": ""বিরিয়ানি"", ""ca - Catalan"": ""Biryani"", ""ceb - Cebuano"": ""Beryāni"", ""cs - Czech"": ""Biryani"", ""da - Danish"": ""Biryani"", ""de - German"": ""Biryani"", ""en-simple - Simple English"": ""Biryani"", ""eo - Esperanto"": ""Birjano"", ""es - Spanish"": ""Biryani"", ""fa - Persian"": ""بریانی"", ""fi - Finnish"": ""Biryani"", ""fr - French"": ""Biryani"", ""gu - Gujarati"": ""બિરયાની"", ""ha - Hausa"": ""Biryani"", ""he - Hebrew"": ""ביריאני"", ""hi - Hindi"": ""बिरयानी"", ""hr - Croatian"": ""Biryani"", ""hy - Armenian"": ""Բիրյանի"", ""id - Indonesian"": ""Nasi biryani"", ""it - Italian"": ""Biryani"", ""ja - Japanese"": ""ビリヤニ"", ""jv - Javanese"": ""Biryani"", ""kn - Kannada"": ""ಬಿರಿಯಾನಿ"", ""ko - Korean"": ""비리아니"", ""ku - Kurdish"": ""Biryan"", ""la - Latin"": ""Biryānī"", ""lb - Luxembourgish"": ""Biryani"", ""lt - Lithuanian"": ""Birjanis"", ""mk - Macedonian"": ""Биријани"", ""ml - Malayalam"": ""ബിരിയാണി"", ""mr - Marathi"": ""बिर्याणी"", ""ms - Malay"": ""Nasi beriani"", ""nb - Norwegian Bokmål"": ""Biryani"", ""ne - Nepali"": ""बिरयानी"", ""nl - Dutch"": ""Biryani"", ""nn - Norwegian Nynorsk"": ""Biriani"", ""or - Odia"": ""ବିରିୟାନୀ"", ""pa - Punjabi"": ""ਬਿਰਿਆਨੀ"", ""pl - Polish"": ""Biriani"", ""pnb - Western Punjabi"": ""بریانی"", ""pt - Portuguese"": ""Biryani"", ""ro - Romanian"": ""Biryani"", ""ru - Russian"": ""Бирьяни"", ""sco - Scots"": ""Biryani"", ""sd - Sindhi"": ""برياني"", ""sh - Serbo-Croatian"": ""Birijani"", ""si - Sinhala"": ""බිරියානි"", ""sr - Serbian"": ""Биријани"", ""sv - Swedish"": ""Biryani"", ""ta - Tamil"": ""பிரியாணி"", ""te - Telugu"": ""బిర్యాని"", ""th - Thai"": ""ข้าวหมก"", ""tl - Tagalog"": ""Biryani"", ""tr - Turkish"": ""Büryan"", ""uk - Ukrainian"": ""Бір'яні"", ""ur - Urdu"": ""بریانی"", ""uz - Uzbek"": ""Biryani"", ""vi - Vietnamese"": ""Biryani"", ""wuu - Wu"": ""印度香饭"", ""yue - Cantonese"": ""印度炒飯"", ""zh - Chinese"": ""印度香饭"", ""zu - Zulu"": ""IBiriyani""}","[211, 100, 192, 31, 184, 142, 95, 2130, 56, 359, 172, 128, 1167, 115, 69]","[211, 100, 192, 31, 184, 142, 95, 172, 128, 115, 69, 146, 148, 2192, 221]","[100, 192, 31, 184, 142, 95, 172, 115, 69, 16, 1876, 146, 27, 148, 2192]"
21,Khao Phat,"[""rice""]","[""fried rice""]","[""Thai""]","[""Thai""]","[""Central Thailand""]","[""Thailand""]",https://en.wikipedia.org/wiki/Thai_fried_rice,"{""bcl - Central Bikol"": ""Sinanlag nin Thai"", ""es - Spanish"": ""Arroz frito tailandés"", ""id - Indonesian"": ""Nasi goreng Thai"", ""it - Italian"": ""Khao pad"", ""ja - Japanese"": ""カオ・パット"", ""jv - Javanese"": ""Sega gorèng Thailand"", ""ko - Korean"": ""카오 팟"", ""th - Thai"": ""ข้าวผัด"", ""uk - Ukrainian"": ""Кхао пад"", ""yue - Cantonese"": ""泰式炒飯"", ""zh - Chinese"": ""泰式炒飯""}","[106, 303, 267, 352, 304, 285, 281, 345, 355, 105, 320, 284, 16, 2238, 171]","[106, 16, 2238, 2240, 22, 38, 24, 28, 26, 23, 57, 29, 19, 27, 25]","[106, 105, 16, 2238, 107, 2242, 108, 2240, 22, 111, 212, 79, 154, 2236, 143]"
22,Hokkien fried rice,"[""rice""]","[""fried rice""]","[""Taiwanese""]","[""Chinese"",""Taiwanese""]","[""China"",""Taiwan""]","[""China"",""Taiwan""]",https://en.wikipedia.org/wiki/Hokkien_fried_rice,"{""bn - Bangla"": ""হোক্কিয়েন ফ্রাইড রাইস"", ""ko - Korean"": ""푸젠 차오판"", ""yue - Cantonese"": ""福建炒飯"", ""zh - Chinese"": ""福建炒飯""}","[23, 29, 2240, 2238, 274, 24, 267, 189, 277, 86, 106, 285, 287, 1683, 485]","[23, 29, 2240, 2238, 24, 106, 38, 16, 26, 57, 21, 25, 2239, 28, 27]","[23, 29, 2240, 2238, 24, 106, 1683, 218, 1684, 2242, 38, 16, 89, 1688, 26]"
23,Yin yang fried rice,"[""rice""]","[""fried rice""]","[""Chinese"", ""Cantonese""]","[""Chinese"", ""Cantonese""]","[""Hong Kong""]","[""China""]",https://en.wikipedia.org/wiki/Yin_yang_fried_rice,"{""ja - Japanese"": ""鴛鴦炒飯"", ""ko - Korean"": ""위안양차오판"", ""yue - Cantonese"": ""鴛鴦炒飯"", ""zh - Chinese"": ""鴛鴦炒飯""}","[22, 2240, 29, 2238, 368, 24, 89, 2158, 1684, 189, 26, 1690, 91, 86, 231]","[22, 2240, 29, 2238, 24, 26, 16, 38, 28, 57, 106, 27, 25, 2239, 19]","[22, 2240, 29, 2238, 24, 89, 2158, 1684, 26, 1690, 91, 1683, 2245, 16, 185]"
24,Chahan,"[""rice""]","[""fried rice""]","[""Japanese""]","[""Japanese""]","[""Kobe""]","[""Japan""]",https://en.wikipedia.org/wiki/Chahan_(dish),"{""fa - Persian"": ""چاهان"", ""id - Indonesian"": ""Chahan"", ""ja - Japanese"": ""チャーハン"", ""jv - Javanese"": ""Chahan"", ""ko - Korean"": ""차한"", ""pt - Portuguese"": ""Chāhan"", ""ro - Romanian"": ""Chahan"", ""th - Thai"": ""ชาฮัง"", ""vi - Vietnamese"": ""Chahan"", ""yue - Cantonese"": ""日式炒飯"", ""zh - Chinese"": ""日式炒饭""}","[1684, 1683, 22, 102, 38, 2240, 65, 1627, 1372, 189, 1692, 465, 1693, 66, 1695]","[22, 38, 2240, 29, 23, 26, 2238, 57, 106, 16, 27, 21, 28, 25, 19]","[1684, 1683, 22, 102, 38, 2240, 65, 1692, 1693, 66, 29, 1687, 23, 1688, 1680]"
25,Omurice,"[""rice""]","[""fried rice""]","[""Japanese""]","[""Japanese""]","[""Ginza"", ""Osaka""]","[""Japan""]",https://en.wikipedia.org/wiki/Omurice,"{""ar - Arabic"": ""أوموريس"", ""ban - Balinese"": ""Omurice"", ""be - Belarusian"": ""Амурайсу"", ""ca - Catalan"": ""Omurice"", ""da - Danish"": ""Omurice"", ""de - German"": ""Omuraisu"", ""es - Spanish"": ""Omurice"", ""fa - Persian"": ""ام‌رایس"", ""fr - French"": ""Omuraisu"", ""he - Hebrew"": ""אומו-ראיזו"", ""hu - Hungarian"": ""Omurice"", ""hy - Armenian"": ""Օմուրաիսու"", ""id - Indonesian"": ""Omurice"", ""it - Italian"": ""Omurice"", ""ja - Japanese"": ""オムライス"", ""jv - Javanese"": ""Omurice"", ""ko - Korean"": ""오므라이스"", ""ms - Malay"": ""Omurice"", ""pl - Polish"": ""Omuraisu"", ""pt - Portuguese"": ""Omu-raisu"", ""ru - Russian"": ""Омурайсу"", ""th - Thai"": ""ออมไรซ์"", ""tl - Tagalog"": ""Omurice"", ""tr - Turkish"": ""Omuraisu"", ""uk - Ukrainian"": ""Омурайсу"", ""vi - Vietnamese"": ""Omurice"", ""yue - Cantonese"": ""奄列飯"", ""zh - Chinese"": ""蛋包飯""}","[1803, 1858, 1861, 2413, 1835, 1843, 1854, 2339, 40, 2204, 848, 1825, 1753, 1802, 1684]","[22, 29, 26, 38, 23, 2238, 24, 27, 2239, 16, 2240, 106, 57, 19, 28]","[40, 1684, 1688, 102, 22, 1693, 160, 163, 73, 121, 29, 157, 1680, 2245, 26]"
26,Aligue fried rice,"[""rice""]","[""fried rice""]","[""Filipino""]","[""Filipino""]","[""Philippines""]","[""Philippines""]",https://en.wikipedia.org/wiki/Aligue_fried_rice,"{""jv - Javanese"": ""Sega gorèng Aligue""}","[2240, 28, 1690, 24, 18, 2245, 185, 29, 290, 57, 22, 23, 78, 2158, 1470]","[2240, 28, 24, 29, 57, 22, 23, 2238, 16, 2239, 38, 106, 27, 19, 25]","[2240, 28, 1690, 24, 18, 2245, 185, 29, 57, 22, 23, 78, 2158, 200, 2238]"
27,Java rice,"[""rice""]","[""fried rice""]","[""Filipino""]","[""Filipino""]","[""Manila""]","[""Philippines""]",https://en.wikipedia.org/wiki/Java_rice,{},"[15, 145, 1690, 160, 359, 2245, 94, 187, 16, 2130, 19, 206, 2240, 150, 2158]","[16, 19, 2240, 29, 38, 26, 24, 23, 2238, 106, 28, 22, 57, 25, 2239]","[15, 145, 1690, 160, 2245, 16, 19, 206, 2240, 150, 2158, 153, 1876, 83, 142]"
28,Sinangag,"[""rice""]","[""fried rice""]","[""Filipino""]","[""Filipino""]","[""Philippines"",""Indonesia"",""Malaysia"",""Singapore""]","[""Philippines"",""Indonesia"",""Malaysia"",""Singapore""]",https://en.wikipedia.org/wiki/Sinangag,"{""bcl - Central Bikol"": ""Sinanlag"", ""bn - Bangla"": ""সিননগাগ"", ""ceb - Cebuano"": ""Sinangag"", ""jv - Javanese"": ""Sinangág"", ""th - Thai"": ""ซีนางัก"", ""tl - Tagalog"": ""Sinangag"", ""vi - Vietnamese"": ""Sinangag""}","[1846, 45, 2240, 354, 2238, 26, 123, 16, 213, 212, 169, 61, 143, 156, 33]","[2240, 2238, 26, 16, 23, 38, 2239, 22, 57, 27, 19, 39, 29, 24, 106]","[45, 2240, 2238, 26, 123, 16, 213, 212, 143, 156, 81, 2245, 114, 144, 185]"
29,Yangzhou Fried Rice,"[""rice""]","[""fried rice""]","[""Chinese""]","[""Chinese""]","[""Yangzhou"", ""China""]","[""China""]",https://en.wikipedia.org/wiki/Yangzhou_fried_rice,"{""es - Spanish"": ""Arroz frito Yangzhou"", ""fr - French"": ""Riz cantonais"", ""it - Italian"": ""Riso alla cantonese"", ""ja - Japanese"": ""揚州チャーハン"", ""jv - Javanese"": ""Sega gorèng Yangzhou"", ""ko - Korean"": ""양저우 차오판"", ""pt - Portuguese"": ""Arroz chau chau"", ""vi - Vietnamese"": ""Cơm chiên Dương Châu"", ""yue - Cantonese"": ""揚州炒飯"", ""zh - Chinese"": ""揚州炒飯""}","[22, 2240, 23, 1690, 24, 218, 38, 2238, 102, 26, 287, 106, 2235, 16, 40]","[22, 2240, 23, 24, 38, 2238, 26, 106, 16, 27, 57, 25, 28, 2239, 21]","[22, 2240, 23, 1690, 24, 218, 38, 2238, 102, 26, 106, 16, 40, 1688, 30]"
30,Donburi,"[""rice""]","[""rice bowl""]","[""Japanese""]","[""Japanese""]","[""Japan""]","[""Japan""]",https://en.wikipedia.org/wiki/Donburi,"{""be - Belarusian"": ""Домбуры"", ""ca - Catalan"": ""Donburi"", ""de - German"": ""Donburi"", ""es - Spanish"": ""Donburi"", ""eu - Basque"": ""Donburi"", ""fa - Persian"": ""دون‌بوری"", ""fi - Finnish"": ""Donburi"", ""fr - French"": ""Donburi"", ""hy - Armenian"": ""Դոմբուրի"", ""id - Indonesian"": ""Donburi"", ""it - Italian"": ""Donburi"", ""ja - Japanese"": ""丼物"", ""jv - Javanese"": ""Donburi"", ""ko - Korean"": ""돈부리"", ""ms - Malay"": ""Donburi"", ""nb - Norwegian Bokmål"": ""Donburi"", ""nl - Dutch"": ""Donburi"", ""pl - Polish"": ""Donburi"", ""pt - Portuguese"": ""Donburi"", ""ru - Russian"": ""Домбури"", ""sv - Swedish"": ""Donburi"", ""th - Thai"": ""ดมบูริ"", ""tr - Turkish"": ""Donburi"", ""uk - Ukrainian"": ""Домбурі"", ""vi - Vietnamese"": ""Donburi"", ""wuu - Wu"": ""丼物"", ""yue - Cantonese"": ""日式大碗飯"", ""zh - Chinese"": ""丼物""}","[465, 1687, 1685, 1692, 1683, 102, 1693, 1688, 83, 51, 1695, 113, 1699, 57, 466]",[102],"[1687, 1685, 1692, 1683, 102, 1693, 1688, 83, 51, 113, 57, 79, 222, 1680, 2245]"
31,Akhni,"[""rice""]","[""mixed rice""]","[""Bangladeshi""]","[""Bangladeshi""]","[""Chittagong"", ""Sylhet""]","[""Bangladesh""]",https://en.wikipedia.org/wiki/List_of_rice_dishes,"{""ar - Arabic"": ""قائمة أطباق الأرز"", ""arz - Egyptian Arabic"": ""اطباق الرز"", ""fr - French"": ""Cuisine du riz"", ""id - Indonesian"": ""Daftar hidangan nasi"", ""zh - Chinese"": ""米食列表""}","[172, 192, 130, 128, 100, 19, 20, 175, 1245, 32, 1321, 217, 1543, 400, 1322]","[172, 192, 130, 128, 100, 20, 175, 217, 1683, 115, 46, 122, 2246, 110, 99]","[172, 192, 130, 100, 19, 20, 175, 217, 161, 1683, 115, 46, 122, 2246, 110]"
32,Akki rotti,"[""rice"", ""bread""]","[""rice"", ""bread""]","[""Canarese""]","[""Canarese""]","[""Karnataka""]","[""India""]",https://en.wikipedia.org/wiki/Akki_rotti,"{""kn - Kannada"": ""ಅಕ್ಕಿ ರೊಟ್ಟಿ"", ""ta - Tamil"": ""அக்கி ரொட்டி""}","[1164, 1129, 187, 197, 849, 1147, 1059, 1132, 1383, 1161, 50, 2254, 1127, 92, 1149]",[],[]
33,Ampaw,"[""rice"", ""dessert""]","[""puffed rice""]","[""Filipino""]","[""Filipino""]","[""Visayas""]","[""Philippines""]",https://en.wikipedia.org/wiki/Ampaw,"{""ar - Arabic"": ""كعك الارز المنتفخ"", ""el - Greek"": ""Ρυζογκοφρέτα"", ""es - Spanish"": ""Pastel de arroz inflado"", ""fi - Finnish"": ""Riisikakku"", ""fr - French"": ""Galette de riz soufflé"", ""he - Hebrew"": ""פריכיות אורז"", ""jv - Javanese"": ""Ampaw"", ""ko - Korean"": ""암파우"", ""nl - Dutch"": ""Rijstwafel"", ""pt - Portuguese"": ""Biscoito de arroz"", ""sr - Serbian"": ""Pirinčane galete"", ""sv - Swedish"": ""Riskaka"", ""yue - Cantonese"": ""米通"", ""zh - Chinese"": ""米饼""}","[34, 425, 169, 195, 77, 123, 131, 139, 166, 583, 178, 1230, 117, 1645, 28]","[139, 2254, 97]","[1659, 210, 220]"
34,Appam,"[""pancake""]","[""thin pancake""]","[""Indian"",""Sri Lankan""]","[""Indian"",""Sri Lankan"",""Southeast Asian""]","[""Tamil Nadu"",""Kerala"", ""Sri Lanka""]","[""India"",""Sri Lanka""]",https://en.wikipedia.org/wiki/Appam,"{""ar - Arabic"": ""أبام"", ""arz - Egyptian Arabic"": ""ابام"", ""ban - Balinese"": ""Apem"", ""bjn - Banjar"": ""Apam"", ""bn - Bangla"": ""আপ্পাম"", ""cs - Czech"": ""Appam"", ""de - German"": ""Appam"", ""es - Spanish"": ""Appam"", ""fa - Persian"": ""اپام"", ""fr - French"": ""Appam"", ""id - Indonesian"": ""Apem"", ""it - Italian"": ""Appam"", ""ja - Japanese"": ""ホッパー"", ""jv - Javanese"": ""Apem"", ""ka - Georgian"": ""აპამი"", ""kn - Kannada"": ""ಅಪ್ಪಂ"", ""ko - Korean"": ""아팜"", ""mai - Maithili"": ""अप्पम"", ""ml - Malayalam"": ""അപ്പം"", ""ms - Malay"": ""Apam"", ""my - Burmese"": ""အာပုံ"", ""or - Odia"": ""ଆପ୍ପମ"", ""pa - Punjabi"": ""ਅੱਪਮ"", ""pl - Polish"": ""Appam"", ""si - Sinhala"": ""ආප්ප"", ""su - Sundanese"": ""Apem"", ""ta - Tamil"": ""அப்பம்"", ""th - Thai"": ""อาโป้ง"", ""uk - Ukrainian"": ""Хопперс"", ""zh - Chinese"": ""阿榜糕""}","[425, 33, 169, 108, 93, 1146, 133, 117, 487, 107, 13, 2269, 1788, 1876, 77]",[437],"[425, 421, 422, 193, 424, 2260, 1094, 418, 1802, 2020, 1005, 427, 2307, 439, 423]"
35,Arancini,"[""rice""]","[""rice ball""]","[""Italian""]","[""Italian""]","[""Sicily""]","[""Italy""]",https://en.wikipedia.org/wiki/Arancini,"{""ar - Arabic"": ""أرانشيني"", ""bar - Bavarian"": ""Arancino"", ""bg - Bulgarian"": ""Аранчино"", ""ca - Catalan"": ""Arancino"", ""cs - Czech"": ""Arancini"", ""de - German"": ""Arancino"", ""eo - Esperanto"": ""Aranĉinoj"", ""es - Spanish"": ""Arancini"", ""eu - Basque"": ""Arancinu"", ""fa - Persian"": ""آرانچینو"", ""fr - French"": ""Arancini"", ""gl - Galician"": ""Arancino"", ""he - Hebrew"": ""ארנצ'יני"", ""hu - Hungarian"": ""Arancini"", ""hy - Armenian"": ""Արանչինի"", ""id - Indonesian"": ""Arancini"", ""it - Italian"": ""Arancino"", ""ja - Japanese"": ""アランチーニ"", ""jv - Javanese"": ""Arancini"", ""ko - Korean"": ""아란치니"", ""lb - Luxembourgish"": ""Arancini"", ""lmo - Lombard"": ""Arancin"", ""lt - Lithuanian"": ""Arančinai"", ""mk - Macedonian"": ""Аранчини"", ""ml - Malayalam"": ""അരൻസിനി"", ""nb - Norwegian Bokmål"": ""Arancini"", ""nl - Dutch"": ""Arancini"", ""pl - Polish"": ""Arancini"", ""pt - Portuguese"": ""Arancino"", ""ru - Russian"": ""Аранчини"", ""scn - Sicilian"": ""Arancinu"", ""sr - Serbian"": ""Аранцини"", ""sv - Swedish"": ""Arancini"", ""tr - Turkish"": ""Arancini"", ""uk - Ukrainian"": ""Аранчині"", ""uz - Uzbek"": ""Aranchini""}","[1361, 1362, 1355, 1363, 1464, 1364, 1410, 1354, 742, 857, 255, 1353, 1398, 2346, 827]","[163, 70, 2251, 117]","[190, 122, 1693, 115, 256, 1685, 159, 39, 18, 80, 38, 185, 186, 2080, 1692]"
36,Arem-arem,"[""rice""]","[""rice cake""]","[""Indonesian""]","[""Indonesian""]","[""Java""]","[""Indonesia""]",https://en.wikipedia.org/wiki/Arem-arem,"{""hy - Armenian"": ""Արեմ-արեմ"", ""id - Indonesian"": ""Arem-arem"", ""jv - Javanese"": ""Arem-arem"", ""ru - Russian"": ""Арем-арем"", ""uk - Ukrainian"": ""Арем-арем"", ""uz - Uzbek"": ""Arem-arem""}","[204, 120, 118, 157, 155, 104, 1658, 117, 238, 156, 145, 487, 526, 2020, 2254]","[120, 104, 238, 487, 253, 178, 52, 223, 237, 195, 242, 224, 2037, 251, 531]","[120, 157, 155, 104, 117, 156, 145, 2254, 108, 150, 253, 178, 170, 141, 196]"
37,Arroz caldoso,"[""rice"", ""soup""]","[""rice soup""]","[""Spanish""]","[""Spanish""]","[""Spain""]","[""Spain""]",https://en.wikipedia.org/wiki/Arroz_caldoso,"{""ca - Catalan"": ""Arròs caldós"", ""es - Spanish"": ""Arroz caldoso"", ""eu - Basque"": ""Arroz saldatsu"", ""ja - Japanese"": ""カルドソ"", ""jv - Javanese"": ""Arroz caldoso""}","[202, 2079, 40, 41, 190, 39, 2080, 38, 2078, 42, 2367, 2077, 2085, 43, 1909]","[1627, 222]",[247]
38,Arroz chaufa,"[""rice""]","[""fried rice""]","[""Chinese Peruvian""]","[""Chinese Peruvian""]","[""Peru""]","[""Peru""]",https://en.wikipedia.org/wiki/Arroz_chaufa,"{""es - Spanish"": ""Arroz chaufa"", ""jv - Javanese"": ""Arroz chaufa"", ""ko - Korean"": ""아로스 차우파"", ""pl - Polish"": ""Arroz chaufa""}","[40, 42, 24, 37, 218, 29, 22, 192, 2238, 65, 71, 41, 19, 39, 206]","[24, 29, 22, 2238, 19, 39, 16, 2240, 27, 23, 26, 106, 21, 28, 2239]","[40, 42, 24, 218, 29, 22, 192, 2238, 65, 71, 41, 19, 39, 206, 67]"
39,Arroz con gandules,"[""rice""]","[""fried rice""]","[""Puerto Rican""]","[""Puerto Rican""]","[""Greater Antilles""]","[""Puerto Rico""]",https://en.wikipedia.org/wiki/Arroz_con_gandules,"{""ar - Arabic"": ""الأرز بالبازلاء الهندية"", ""es - Spanish"": ""Arroz con gandules"", ""jv - Javanese"": ""Arroz con gandules""}","[41, 42, 1911, 40, 202, 2079, 37, 80, 43, 2078, 2080, 1909, 2077, 38, 2239]","[38, 2239, 19, 28, 26, 2238, 2240, 27, 16, 23, 57, 22, 29, 24, 25]","[41, 42, 40, 202, 2079, 80, 43, 2078, 2080, 38, 2239, 165, 2245, 77, 192]"
40,Arroz con huevo frito,"[""rice""]","[""mixed rice""]","[""Central American"",""South American""]","[""Central American"",""South American""]","[""Central America"", ""South America""]","[""United States""]",https://en.wikipedia.org/wiki/List_of_rice_dishes,"{""ar - Arabic"": ""قائمة أطباق الأرز"", ""arz - Egyptian Arabic"": ""اطباق الرز"", ""fr - French"": ""Cuisine du riz"", ""id - Indonesian"": ""Daftar hidangan nasi"", ""zh - Chinese"": ""米食列表""}","[1832, 38, 41, 42, 37, 39, 1834, 202, 1837, 121, 2239, 2078, 1818, 1794, 1843]","[41, 42, 202, 121, 2242, 2245, 43, 1684, 218, 1682, 80, 122, 165, 185, 192]","[38, 41, 42, 39, 202, 121, 2239, 2078, 25, 2242, 2079, 22, 2080, 29, 2245]"
41,Arroz con maiz,"[""rice""]","[""mixed rice""]","[""Latin American""]","[""Latin American""]","[""Cuba"",""Dominican Republic"",""Venezuela"", ""Puerto Rico""]","[""Cuba"",""Dominican Republic"",""Venezuela"", ""Puerto Rico""]",https://en.wikipedia.org/wiki/Arroz_con_maiz,{},"[39, 42, 40, 2078, 2079, 37, 2245, 2080, 202, 1909, 80, 43, 38, 1911, 2077]","[42, 40, 2245, 202, 80, 43, 192, 1682, 186, 165, 185, 122, 71, 176, 113]","[39, 42, 40, 2078, 2079, 2245, 2080, 202, 80, 43, 38, 192, 1682, 19, 186]"
42,Arroz con pollo,"[""rice""]","[""mixed rice""]","[""Latin American""]","[""Latin American""]","[""Spain""]","[""Spain""]",https://en.wikipedia.org/wiki/Arroz_con_pollo,"{""ar - Arabic"": ""أرز كون بولو"", ""de - German"": ""Arroz con Pollo"", ""es - Spanish"": ""Arroz con pollo"", ""it - Italian"": ""Arroz con pollo"", ""ja - Japanese"": ""アロス・コン・ポーヨ"", ""jv - Javanese"": ""Arroz con pollo"", ""ko - Korean"": ""아로스 콘 포요"", ""tr - Turkish"": ""Arroz con pollo"", ""vi - Vietnamese"": ""Arroz con pollo"", ""zh - Chinese"": ""西班牙鸡肉饭""}","[41, 39, 40, 38, 1521, 202, 2069, 2082, 37, 122, 206, 80, 63, 71, 2079]","[41, 40, 202, 122, 206, 80, 71, 211, 2245, 192, 176, 43, 75, 218, 170]","[41, 39, 40, 38, 202, 122, 206, 80, 71, 2079, 19, 2245, 59, 2078, 192]"
43,Arroz de lisa,"[""rice""]","[""mixed rice""]","[""Colombian""]","[""Colombian""]","[""Colombia""]","[""Colombia""]",https://en.wikipedia.org/wiki/Arroz_de_lisa,"{""ca - Catalan"": ""Arroz de lisa"", ""es - Spanish"": ""Arroz de lisa"", ""he - Hebrew"": ""ארוז דה ליסה"", ""jv - Javanese"": ""Arroz de lisa"", ""tr - Turkish"": ""Kefal balıklı pilav""}","[2080, 39, 202, 1911, 37, 41, 2079, 381, 1909, 2077, 2078, 192, 40, 80, 2024]","[202, 41, 192, 40, 80, 208, 42, 2172, 165, 122, 170, 2245, 18, 95, 186]","[2080, 39, 202, 41, 2079, 2078, 192, 40, 80, 208, 2239, 38, 42, 2172, 165]"
44,Baghali polo,"[""rice""]","[""mixed rice""]","[""Iranian""]","[""Iranian""]","[""Iran""]","[""Iran""]",https://en.wikipedia.org/wiki/Baghali_polo,"{""az - Azerbaijani"": ""Paxla plov"", ""fa - Persian"": ""باقلاپلو"", ""tr - Turkish"": ""Bakla pilavı""}","[1792, 2241, 2248, 99, 1291, 175, 80, 167, 198, 1940, 192, 1937, 1876, 1038, 1554]","[2241, 99, 175, 80, 167, 198, 192, 46, 31, 100, 183, 217, 115, 1682, 110]","[2241, 2248, 99, 175, 80, 167, 198, 192, 1876, 19, 46, 31, 100, 183, 217]"
45,Balao-balao,"[""rice""]","[""mixed rice"", ""shrimp""]","[""Filipino""]","[""Filipino""]","[""Pampanga"", ""Bulacan"", ""Central Luzon""]","[""Philippines""]",https://en.wikipedia.org/wiki/Balao-balao,{},"[61, 28, 305, 2240, 1584, 213, 1793, 354, 212, 26, 283, 33, 166, 201, 282]",[200],"[28, 2240, 213, 212, 26, 200, 111, 16, 156, 2245, 170, 1690, 117, 57, 99]"
46,Bannu pulao,"[""rice""]","[""mixed rice""]","[""Pakistani""]","[""Pashtun""]","[""Pakistan"",""United Arab Emirates"",""Saudi Arabia""]","[""Pakistan"",""United Arab Emirates"",""Saudi Arabia""]",https://en.wikipedia.org/wiki/Bannu_pulao,{},"[99, 2229, 2248, 170, 1512, 128, 1539, 1584, 172, 176, 4, 56, 1876, 2243, 165]","[99, 170, 128, 172, 176, 165, 177, 142, 105, 167, 55, 156, 144, 157, 95]","[99, 2248, 170, 172, 176, 1876, 2243, 165, 177, 142, 105, 167, 55, 84, 19]"
