,Name,Wikipedia Link,json_aliases
39,Ampaw,https://en.wikipedia.org/wiki/Ampaw,"{""ar - Arabic"": ""كعك الارز المنتفخ"", ""el - Greek"": ""Ρυζογκοφρέτα"", ""es - Spanish"": ""Pastel de arroz inflado"", ""fi - Finnish"": ""Riisikakku"", ""fr - French"": ""Galette de riz soufflé"", ""he - Hebrew"": ""פריכיות אורז"", ""jv - Javanese"": ""Ampaw"", ""ko - Korean"": ""암파우"", ""nl - Dutch"": ""Rijstwafel"", ""pt - Portuguese"": ""Biscoito de arroz"", ""sr - Serbian"": ""Pirinčane galete"", ""sv - Swedish"": ""Riskaka"", ""yue - Cantonese"": ""米通"", ""zh - Chinese"": ""米饼""}"
40,Appam,https://en.wikipedia.org/wiki/Appam,"{""ar - Arabic"": ""أبام"", ""arz - Egyptian Arabic"": ""ابام"", ""ban - Balinese"": ""Apem"", ""bjn - Banjar"": ""Apam"", ""bn - Bangla"": ""আপ্পাম"", ""cs - Czech"": ""Appam"", ""de - German"": ""Appam"", ""es - Spanish"": ""Appam"", ""fa - Persian"": ""اپام"", ""fr - French"": ""Appam"", ""id - Indonesian"": ""Apem"", ""it - Italian"": ""Appam"", ""ja - Japanese"": ""ホッパー"", ""jv - Javanese"": ""Apem"", ""ka - Georgian"": ""აპამი"", ""kn - Kannada"": ""ಅಪ್ಪಂ"", ""ko - Korean"": ""아팜"", ""mai - Maithili"": ""अप्पम"", ""ml - Malayalam"": ""അപ്പം"", ""ms - Malay"": ""Apam"", ""my - Burmese"": ""အာပုံ"", ""or - Odia"": ""ଆପ୍ପମ"", ""pa - Punjabi"": ""ਅੱਪਮ"", ""pl - Polish"": ""Appam"", ""si - Sinhala"": ""ආප්ප"", ""su - Sundanese"": ""Apem"", ""ta - Tamil"": ""அப்பம்"", ""th - Thai"": ""อาโป้ง"", ""uk - Ukrainian"": ""Хопперс"", ""zh - Chinese"": ""阿榜糕""}"
41,Arancini,https://en.wikipedia.org/wiki/Arancini,"{""ar - Arabic"": ""أرانشيني"", ""bar - Bavarian"": ""Arancino"", ""bg - Bulgarian"": ""Аранчино"", ""ca - Catalan"": ""Arancino"", ""cs - Czech"": ""Arancini"", ""de - German"": ""Arancino"", ""eo - Esperanto"": ""Aranĉinoj"", ""es - Spanish"": ""Arancini"", ""eu - Basque"": ""Arancinu"", ""fa - Persian"": ""آرانچینو"", ""fr - French"": ""Arancini"", ""gl - Galician"": ""Arancino"", ""he - Hebrew"": ""ארנצ'יני"", ""hu - Hungarian"": ""Arancini"", ""hy - Armenian"": ""Արանչինի"", ""id - Indonesian"": ""Arancini"", ""it - Italian"": ""Arancino"", ""ja - Japanese"": ""アランチーニ"", ""jv - Javanese"": ""Arancini"", ""ko - Korean"": ""아란치니"", ""lb - Luxembourgish"": ""Arancini"", ""lmo - Lombard"": ""Arancin"", ""lt - Lithuanian"": ""Arančinai"", ""mk - Macedonian"": ""Аранчини"", ""ml - Malayalam"": ""അരൻസിനി"", ""nb - Norwegian Bokmål"": ""Arancini"", ""nl - Dutch"": ""Arancini"", ""pl - Polish"": ""Arancini"", ""pt - Portuguese"": ""Arancino"", ""ru - Russian"": ""Аранчини"", ""scn - Sicilian"": ""Arancinu"", ""sr - Serbian"": ""Аранцини"", ""sv - Swedish"": ""Arancini"", ""tr - Turkish"": ""Arancini"", ""uk - Ukrainian"": ""Аранчині"", ""uz - Uzbek"": ""Aranchini""}"
42,Arem-arem,https://en.wikipedia.org/wiki/Arem-arem,"{""hy - Armenian"": ""Արեմ-արեմ"", ""id - Indonesian"": ""Arem-arem"", ""jv - Javanese"": ""Arem-arem"", ""ru - Russian"": ""Арем-арем"", ""uk - Ukrainian"": ""Арем-арем"", ""uz - Uzbek"": ""Arem-arem""}"
43,Arroz caldoso,https://en.wikipedia.org/wiki/Arroz_caldoso,"{""ca - Catalan"": ""Arròs caldós"", ""es - Spanish"": ""Arroz caldoso"", ""eu - Basque"": ""Arroz saldatsu"", ""ja - Japanese"": ""カルドソ"", ""jv - Javanese"": ""Arroz caldoso""}"
44,Arroz chaufa,https://en.wikipedia.org/wiki/Arroz_chaufa,"{""es - Spanish"": ""Arroz chaufa"", ""jv - Javanese"": ""Arroz chaufa"", ""ko - Korean"": ""아로스 차우파"", ""pl - Polish"": ""Arroz chaufa""}"
45,Arroz con gandules,https://en.wikipedia.org/wiki/Arroz_con_gandules,"{""ar - Arabic"": ""الأرز بالبازلاء الهندية"", ""es - Spanish"": ""Arroz con gandules"", ""jv - Javanese"": ""Arroz con gandules""}"
46,Arroz con huevo frito,https://en.wikipedia.org/wiki/List_of_rice_dishes,"{""ar - Arabic"": ""قائمة أطباق الأرز"", ""arz - Egyptian Arabic"": ""اطباق الرز"", ""fr - French"": ""Cuisine du riz"", ""id - Indonesian"": ""Daftar hidangan nasi"", ""zh - Chinese"": ""米食列表""}"
47,Arroz con maiz,https://en.wikipedia.org/wiki/Arroz_con_maiz,{}
48,Arroz con pollo,https://en.wikipedia.org/wiki/Arroz_con_pollo,"{""ar - Arabic"": ""أرز كون بولو"", ""de - German"": ""Arroz con Pollo"", ""es - Spanish"": ""Arroz con pollo"", ""it - Italian"": ""Arroz con pollo"", ""ja - Japanese"": ""アロス・コン・ポーヨ"", ""jv - Javanese"": ""Arroz con pollo"", ""ko - Korean"": ""아로스 콘 포요"", ""tr - Turkish"": ""Arroz con pollo"", ""vi - Vietnamese"": ""Arroz con pollo"", ""zh - Chinese"": ""西班牙鸡肉饭""}"
49,Arroz de lisa,https://en.wikipedia.org/wiki/Arroz_de_lisa,"{""ca - Catalan"": ""Arroz de lisa"", ""es - Spanish"": ""Arroz de lisa"", ""he - Hebrew"": ""ארוז דה ליסה"", ""jv - Javanese"": ""Arroz de lisa"", ""tr - Turkish"": ""Kefal balıklı pilav""}"
50,Arròs negre,https://en.wikipedia.org/wiki/Arr%C3%B2s_negre,"{""ar - Arabic"": ""الأرز الأسود"", ""ca - Catalan"": ""Arròs negre"", ""cs - Czech"": ""Arròs negre"", ""es - Spanish"": ""Arroz negro"", ""fr - French"": ""Arròs negre"", ""he - Hebrew"": ""ארוס נגרה"", ""it - Italian"": ""Arròs negre"", ""ja - Japanese"": ""アロス・ネグロ"", ""jv - Javanese"": ""Arròs négré"", ""ko - Korean"": ""아로스 네그레"", ""nb - Norwegian Bokmål"": ""Arròs negre"", ""nl - Dutch"": ""Arros negre"", ""nn - Norwegian Nynorsk"": ""Arròs negre"", ""pt - Portuguese"": ""Arroz negro"", ""ru - Russian"": ""Аррос негре"", ""th - Thai"": ""อาร์ร็อสเนเกร"", ""tl - Tagalog"": ""Arròs negre"", ""uk - Ukrainian"": ""Аррос негре"", ""vi - Vietnamese"": ""Arròs negre"", ""zh - Chinese"": ""墨鱼饭""}"
51,Baghali polo,https://en.wikipedia.org/wiki/Baghali_polo,"{""az - Azerbaijani"": ""Paxla plov"", ""fa - Persian"": ""باقلاپلو"", ""tr - Turkish"": ""Bakla pilavı""}"
52,Balao-balao,https://en.wikipedia.org/wiki/Balao-balao,{}
53,Bannu pulao,https://en.wikipedia.org/wiki/Bannu_pulao,{}
54,Bánh chưng,https://en.wikipedia.org/wiki/B%C3%A1nh_ch%C6%B0ng,"{""eo - Esperanto"": ""Banĉuno"", ""es - Spanish"": ""Bánh chưng"", ""fr - French"": ""Bánh chưng"", ""hy - Armenian"": ""Բան չունգ"", ""id - Indonesian"": ""Bánh chưng"", ""jv - Javanese"": ""Bánh chưng"", ""ko - Korean"": ""바인 쯩"", ""ru - Russian"": ""Баньтьынг"", ""uk - Ukrainian"": ""Бань чунг"", ""vi - Vietnamese"": ""Bánh chưng"", ""yue - Cantonese"": ""越南糭""}"
55,Bah-oân,https://en.wikipedia.org/wiki/Bah-o%C3%A2n,"{""es - Spanish"": ""Ba-wan"", ""fr - French"": ""Ba-wan"", ""id - Indonesian"": ""Ba-wan"", ""ja - Japanese"": ""肉圓"", ""ko - Korean"": ""바우안"", ""nan - Minnan"": ""Bah-oân"", ""pt - Portuguese"": ""Ba-wan"", ""th - Thai"": ""โร่ว-ยฺเหวียน"", ""uk - Ukrainian"": ""Ба-ван"", ""vi - Vietnamese"": ""Nhục viên"", ""yue - Cantonese"": ""肉圓"", ""zh - Chinese"": ""肉圓""}"
56,Bai pong moan,https://en.wikipedia.org/wiki/Bai_pong_moan,"{""vi - Vietnamese"": ""Bai pong moan""}"
57,Baye baye,https://en.wikipedia.org/wiki/Baye_baye,"{""bcl - Central Bikol"": ""Baye baye"", ""fr - French"": ""Baye-baye"", ""nb - Norwegian Bokmål"": ""Baye Baye"", ""vi - Vietnamese"": ""Baye baye""}"
58,Bhakri,https://en.wikipedia.org/wiki/Bhakri,"{""arz - Egyptian Arabic"": ""بهكرى"", ""bn - Bangla"": ""ভাক্রি"", ""es - Spanish"": ""Bhakri"", ""fr - French"": ""Bhakri"", ""gu - Gujarati"": ""ભાખરી"", ""jv - Javanese"": ""Bhakri"", ""ko - Korean"": ""바크리"", ""mr - Marathi"": ""भाकरी"", ""ta - Tamil"": ""பாக்ரி""}"
59,Bibimbap,https://en.wikipedia.org/wiki/Bibimbap,"{""az - Azerbaijani"": ""Bibimbap"", ""ban - Balinese"": ""Bibimbap"", ""bg - Bulgarian"": ""Бибимбап"", ""bjn - Banjar"": ""Bibimbap"", ""bn - Bangla"": ""বিবিমবাপ"", ""bs - Bosnian"": ""Bibimbap"", ""ca - Catalan"": ""Bibimbap"", ""cs - Czech"": ""Pibimbap"", ""da - Danish"": ""Bibimbap"", ""de - German"": ""Bibimbap"", ""el - Greek"": ""Μπίμπιμπαπ"", ""en-simple - Simple English"": ""Bibimbap"", ""es - Spanish"": ""Bibimbap"", ""eu - Basque"": ""Bibimbap"", ""fa - Persian"": ""بیبیم بپ"", ""fi - Finnish"": ""Bibimbap"", ""fr - French"": ""Bibimbap"", ""gl - Galician"": ""Bibimbap"", ""he - Hebrew"": ""ביבימבאפ"", ""hu - Hungarian"": ""Pibimbap"", ""hy - Armenian"": ""Պիբիմպապ"", ""id - Indonesian"": ""Bibimbap"", ""it - Italian"": ""Bibimbap"", ""ja - Japanese"": ""ビビンバ"", ""jv - Javanese"": ""Bibimbap"", ""kk - Kazakh"": ""Пибимпап"", ""ko - Korean"": ""비빔밥"", ""lt - Lithuanian"": ""Bibimbap"", ""ms - Malay"": ""Bibimbap"", ""nb - Norwegian Bokmål"": ""Bibimbap"", ""nl - Dutch"": ""Bibimbap"", ""pl - Polish"": ""Bibimbap"", ""pt - Portuguese"": ""Bibimbap"", ""ro - Romanian"": ""Bibimbap"", ""ru - Russian"": ""Пибимпап"", ""sv - Swedish"": ""Bibimbap"", ""th - Thai"": ""พีบิมบับ"", ""tl - Tagalog"": ""Bibimbap"", ""tr - Turkish"": ""Bibimbap"", ""uk - Ukrainian"": ""Пібімпап"", ""uz - Uzbek"": ""Pibimpap"", ""vi - Vietnamese"": ""Bibimbap"", ""yue - Cantonese"": ""韓式撈飯"", ""zh - Chinese"": ""朝鮮拌飯""}"
60,Bibingka,https://en.wikipedia.org/wiki/Bibingka,"{""bcl - Central Bikol"": ""Bibingka"", ""bn - Bangla"": ""বিবিংকা"", ""ceb - Cebuano"": ""Bibingka"", ""de - German"": ""Bibingka"", ""es - Spanish"": ""Bibingka"", ""fr - French"": ""Bibingka"", ""he - Hebrew"": ""ביבינגקה"", ""id - Indonesian"": ""Bibingka"", ""it - Italian"": ""Bibingka"", ""jv - Javanese"": ""Bibingka"", ""nb - Norwegian Bokmål"": ""Bibingka"", ""pt - Portuguese"": ""Bibingka"", ""tl - Tagalog"": ""Bibingka"", ""zh - Chinese"": ""比賓卡""}"
61,Biko,https://en.wikipedia.org/wiki/Biko_(food),"{""ar - Arabic"": ""بيكو"", ""bcl - Central Bikol"": ""Linukay"", ""he - Hebrew"": ""ביקו"", ""it - Italian"": ""Biko"", ""ja - Japanese"": ""ビコ"", ""ko - Korean"": ""비코"", ""tl - Tagalog"": ""Biko"", ""war - Waray"": ""Biko""}"
62,Binignit,https://en.wikipedia.org/wiki/Binignit,"{""bcl - Central Bikol"": ""Ginatan"", ""jv - Javanese"": ""Binignit"", ""tl - Tagalog"": ""Binignit"", ""war - Waray"": ""Ginat-an""}"
63,Bisi Bele Bath,https://en.wikipedia.org/wiki/Bisi_Bele_Bath,"{""bn - Bangla"": ""বিশি বেলে ভাত"", ""de - German"": ""Bisi Bele Bath"", ""fr - French"": ""Bisi bele bath"", ""gu - Gujarati"": ""બીસી બેલા ભાત"", ""jv - Javanese"": ""Bisi bele bath"", ""kn - Kannada"": ""ಬಿಸಿಬೇಳೆ ಭಾತ್"", ""pa - Punjabi"": ""ਬੀਸੀ ਬੇਲੇ ਬਾਥ"", ""pnb - Western Punjabi"": ""بیسی بیلے باتھ"", ""ta - Tamil"": ""பிசிபேலே பாத்""}"
64,Bhaat,https://en.wikipedia.org/wiki/List_of_rice_dishes,"{""ar - Arabic"": ""قائمة أطباق الأرز"", ""arz - Egyptian Arabic"": ""اطباق الرز"", ""fr - French"": ""Cuisine du riz"", ""id - Indonesian"": ""Daftar hidangan nasi"", ""zh - Chinese"": ""米食列表""}"
65,Bhel puri,https://en.wikipedia.org/wiki/Bhel_puri,"{""as - Assamese"": ""ভেল পুৰী"", ""bn - Bangla"": ""ভেলপুরি"", ""el - Greek"": ""Μπελπουρί"", ""es - Spanish"": ""Bhelpuri"", ""gu - Gujarati"": ""ભેળપૂરી"", ""hi - Hindi"": ""भेलपूरी"", ""ja - Japanese"": ""ベルプリ"", ""jv - Javanese"": ""Bhèlpuri"", ""kn - Kannada"": ""ಭೇಲ್ ಪುರಿ"", ""mr - Marathi"": ""भेळपुरी"", ""ne - Nepali"": ""चटपटे"", ""or - Odia"": ""ଝାଲ ମୁଢ଼ି"", ""pa - Punjabi"": ""ਭੇਲਪੁਰੀ"", ""ta - Tamil"": ""பேல் பூரி"", ""th - Thai"": ""เภลปุรี"", ""uk - Ukrainian"": ""Бгел пурі"", ""ur - Urdu"": ""بھیل پوری""}"
66,Bokkeum-bap,https://en.wikipedia.org/wiki/Bokkeum-bap,"{""jv - Javanese"": ""Bokkeum-bap"", ""ko - Korean"": ""볶음밥"", ""tr - Turkish"": ""Bokkeum-bap""}"
67,Boudin,https://en.wikipedia.org/wiki/Boudin,"{""br - Breton"": ""Gwadegenn"", ""fr - French"": ""Boudin"", ""ja - Japanese"": ""ブーダン"", ""jv - Javanese"": ""Boudin"", ""ko - Korean"": ""부댕"", ""la - Latin"": ""Budingum"", ""pt - Portuguese"": ""Boudin"", ""wa - Walloon"": ""Tripe""}"
68,Bubur ayam,https://en.wikipedia.org/wiki/Bubur_ayam,"{""ar - Arabic"": ""بوبور أيام"", ""es - Spanish"": ""Bubur ayam"", ""fr - French"": ""Bubur ayam"", ""hy - Armenian"": ""Բուբուր այամ"", ""id - Indonesian"": ""Bubur ayam"", ""jv - Javanese"": ""Bubur ayam"", ""ms - Malay"": ""Bubur ayam"", ""ru - Russian"": ""Бубур-аям"", ""su - Sundanese"": ""Bubur hayam"", ""th - Thai"": ""บูบูร์อายัม"", ""uk - Ukrainian"": ""Бубур-аям""}"
69,Bubur pedas,https://en.wikipedia.org/wiki/Bubur_pedas,"{""ar - Arabic"": ""بوبور بيداس"", ""fr - French"": ""Bubur pedas"", ""id - Indonesian"": ""Bubur pedas"", ""jv - Javanese"": ""Bubur pedhes"", ""ms - Malay"": ""Bubur pedas"", ""su - Sundanese"": ""Bubur lada""}"
70,Burasa,https://en.wikipedia.org/wiki/Burasa,"{""bjn - Banjar"": ""Buras"", ""de - German"": ""Burasa"", ""id - Indonesian"": ""Burasa"", ""jv - Javanese"": ""Burasa"", ""ms - Malay"": ""Buras""}"
71,Burong isda,https://en.wikipedia.org/wiki/Burong_isda,{}
72,Pe htaw bhut htamin,https://en.wikipedia.org/wiki/Pe_htaw_bhut_htamin,"{""my - Burmese"": ""ထောပတ်ထမင်း""}"
73,Cabidela,https://en.wikipedia.org/wiki/Cabidela,"{""es - Spanish"": ""Cabidela"", ""fr - French"": ""Cabidela"", ""it - Italian"": ""Cabidela"", ""ja - Japanese"": ""カビデラ"", ""la - Latin"": ""Cabidela"", ""ms - Malay"": ""Cabidela"", ""pt - Portuguese"": ""Cabidela"", ""ru - Russian"": ""Кабидела"", ""uk - Ukrainian"": ""Кабідела""}"
74,Carri,https://en.wikipedia.org/wiki/Carri,{}
75,Champorado,https://en.wikipedia.org/wiki/Champorado,"{""bcl - Central Bikol"": ""Champorado"", ""eo - Esperanto"": ""Filipina ĉampurado"", ""es - Spanish"": ""Champurrado"", ""id - Indonesian"": ""Champorado"", ""jv - Javanese"": ""Champorado"", ""mk - Macedonian"": ""Чампорадо"", ""tl - Tagalog"": ""Tsamporado"", ""zh - Chinese"": ""巧克力粥""}"
76,Chao,https://en.wikipedia.org/wiki/Congee#Vietnam,"{""bn - Bangla"": ""কঞ্জি"", ""cdo - Mindong"": ""Cé̤ṳk"", ""de - German"": ""Reis-Congee"", ""es - Spanish"": ""Arroz congee"", ""fa - Persian"": ""شله"", ""fr - French"": ""Congee"", ""gan - Gan"": ""粥"", ""hu - Hungarian"": ""Csuk"", ""hy - Armenian"": ""Կոնջի"", ""it - Italian"": ""Congee"", ""ja - Japanese"": ""粥"", ""ko - Korean"": ""죽"", ""la - Latin"": ""Candgie"", ""ml - Malayalam"": ""കഞ്ഞി"", ""mnw - Mon"": ""ပုင်နာင်ဒမ်"", ""ms - Malay"": ""Bubur nasi"", ""nan - Minnan"": ""Moâi"", ""nb - Norwegian Bokmål"": ""Congee"", ""nl - Dutch"": ""Congee"", ""pa - Punjabi"": ""ਜੁਕ"", ""pl - Polish"": ""Kleik ryżowy"", ""pnb - Western Punjabi"": ""جک"", ""pt - Portuguese"": ""Congee"", ""ru - Russian"": ""Конджи"", ""su - Sundanese"": ""Bubur béas"", ""sv - Swedish"": ""Rissoppa"", ""ta - Tamil"": ""கஞ்சி"", ""te - Telugu"": ""గంజి"", ""th - Thai"": ""โจ๊ก"", ""tr - Turkish"": ""Congee"", ""uk - Ukrainian"": ""Конджі"", ""vi - Vietnamese"": ""Cháo"", ""wuu - Wu"": ""粥"", ""yue - Cantonese"": ""粥"", ""za - Zhuang"": ""Haeuxcuk"", ""zh - Chinese"": ""粥""}"
77,Charleston red rice,https://en.wikipedia.org/wiki/Charleston_red_rice,"{""jv - Javanese"": ""Sega abang charleston""}"
78,Chazuke,https://en.wikipedia.org/wiki/Chazuke,"{""da - Danish"": ""Chazuke"", ""de - German"": ""Chazuke"", ""es - Spanish"": ""Ochazuke"", ""fa - Persian"": ""اوچازوکه"", ""fi - Finnish"": ""Ochazuke"", ""fr - French"": ""Ochazuke"", ""id - Indonesian"": ""Ochazuke"", ""it - Italian"": ""Chazuke"", ""ja - Japanese"": ""茶漬け"", ""jv - Javanese"": ""Ochazuke"", ""ko - Korean"": ""차즈케"", ""ms - Malay"": ""Ochazuke"", ""pt - Portuguese"": ""Ochazuke"", ""ru - Russian"": ""Отядзукэ"", ""sv - Swedish"": ""Chazuke"", ""th - Thai"": ""ชาซูเกะ"", ""tr - Turkish"": ""Chazuke"", ""uk - Ukrainian"": ""Чадзуке"", ""vi - Vietnamese"": ""Chazuke"", ""zh - Chinese"": ""茶泡飯""}"
79,Chelow,https://en.wikipedia.org/wiki/Pilaf#Iran,"{""af - Afrikaans"": ""Pilaf"", ""ar - Arabic"": ""بيلاف"", ""as - Assamese"": ""পোলাও"", ""az - Azerbaijani"": ""Plov"", ""ba - Bashkir"": ""Былау"", ""be - Belarusian"": ""Плоў"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Плоў"", ""bg - Bulgarian"": ""Пилаф"", ""bn - Bangla"": ""পোলাও"", ""ca - Catalan"": ""Pilav"", ""ceb - Cebuano"": ""Pilaw"", ""ckb - Central Kurdish"": ""پڵاو"", ""cs - Czech"": ""Pilaf"", ""da - Danish"": ""Pilaf"", ""de - German"": ""Pilaw"", ""el - Greek"": ""Πιλάφι"", ""eo - Esperanto"": ""Pilafo"", ""es - Spanish"": ""Pilaf"", ""fa - Persian"": ""پلو"", ""fi - Finnish"": ""Pilahvi"", ""fr - French"": ""Riz pilaf"", ""he - Hebrew"": ""פילאף"", ""hu - Hungarian"": ""Plov"", ""hy - Armenian"": ""Փլավ"", ""id - Indonesian"": ""Plov"", ""it - Italian"": ""Pilaf"", ""ja - Japanese"": ""ピラフ"", ""jv - Javanese"": ""Pilaf"", ""ka - Georgian"": ""ფლავი"", ""kaa - Kara-Kalpak"": ""Palaw"", ""kk - Kazakh"": ""Палау"", ""kn - Kannada"": ""ಪುಲಾವ್"", ""ko - Korean"": ""필라프"", ""ky - Kyrgyz"": ""Палоо"", ""la - Latin"": ""Pilau"", ""lb - Luxembourgish"": ""Plow"", ""lt - Lithuanian"": ""Plovas"", ""lv - Latvian"": ""Plovs"", ""mk - Macedonian"": ""Пилав"", ""mr - Marathi"": ""पुलाव"", ""mzn - Mazanderani"": ""پلا"", ""nb - Norwegian Bokmål"": ""Pilaff"", ""nl - Dutch"": ""Pilav"", ""nn - Norwegian Nynorsk"": ""Pilaff"", ""or - Odia"": ""ପଲଉ"", ""pa - Punjabi"": ""ਪੁਲਾਵ"", ""pl - Polish"": ""Pilaw"", ""pnb - Western Punjabi"": ""پلاؤ"", ""pt - Portuguese"": ""Pilaf"", ""ru - Russian"": ""Плов"", ""sah - Yakut"": ""Плов"", ""sl - Slovenian"": ""Plov"", ""sq - Albanian"": ""Pilaf"", ""sr - Serbian"": ""Пилав"", ""sv - Swedish"": ""Pilaff"", ""sw - Swahili"": ""Pilau"", ""tg - Tajik"": ""Палав"", ""tk - Turkmen"": ""Palaw"", ""tl - Tagalog"": ""Pilaw"", ""tly - Talysh"": ""Polo"", ""tr - Turkish"": ""Pilav"", ""tt - Tatar"": ""Пылау"", ""ug - Uyghur"": ""پولۇ"", ""uk - Ukrainian"": ""Плов"", ""ur - Urdu"": ""پلاؤ"", ""uz - Uzbek"": ""Palov"", ""vi - Vietnamese"": ""Pilaf"", ""wuu - Wu"": ""抓饭"", ""yue - Cantonese"": ""手抓飯"", ""zh - Chinese"": ""抓饭""}"
80,Chiayi turkey rice,https://en.wikipedia.org/wiki/Chiayi_turkey_rice,"{""ja - Japanese"": ""火雞肉飯"", ""ko - Korean"": ""훠지러우판"", ""lzh - Literary Chinese"": ""嘉義雞肉飯"", ""nan - Minnan"": ""Hóe-ke-bah-pn̄g"", ""yue - Cantonese"": ""火雞肉飯"", ""zh - Chinese"": ""嘉義火雞肉飯""}"
81,Chitranna,https://en.wikipedia.org/wiki/Chitranna,"{""bn - Bangla"": ""চিত্রান্ন"", ""kn - Kannada"": ""ಚಿತ್ರಾನ್ನ"", ""mr - Marathi"": ""चित्रान्न""}"
82,Cifantuan,https://en.wikipedia.org/wiki/Cifantuan,"{""ca - Catalan"": ""Cifantuan"", ""es - Spanish"": ""Cí fàn tuán"", ""fr - French"": ""Cifantuan"", ""id - Indonesian"": ""Cifantuan"", ""ja - Japanese"": ""飯糰"", ""jv - Javanese"": ""Cifantuan"", ""ko - Korean"": ""츠판퇀"", ""nb - Norwegian Bokmål"": ""Ci fan tuan"", ""yue - Cantonese"": ""粢飯"", ""zh - Chinese"": ""粢饭团""}"
83,Claypot rice,https://en.wikipedia.org/wiki/Claypot_rice,"{""ja - Japanese"": ""土鍋飯"", ""jv - Javanese"": ""Sega kendhil"", ""ko - Korean"": ""궈판"", ""ms - Malay"": ""Nasi ayam periuk tanah"", ""th - Thai"": ""ข้าวอบหม้อดิน"", ""yue - Cantonese"": ""煲仔飯"", ""zh - Chinese"": ""鍋飯""}"
84,Cơm tấm,https://en.wikipedia.org/wiki/C%C6%A1m_t%E1%BA%A5m,"{""es - Spanish"": ""Cơm tấm"", ""fr - French"": ""Cơm tấm"", ""jv - Javanese"": ""Cơm tấm"", ""pt - Portuguese"": ""Cơm tấm"", ""vi - Vietnamese"": ""Cơm tấm""}"
85,Concoction rice,https://en.wikipedia.org/wiki/Concoction_rice,"{""ig - Igbo"": ""Osikapa Akugburu Akugbu"", ""yo - Yoruba"": ""Concoction rice""}"
